customer_id,total_orders,total_spending,average_order_value,average_items,weekend_orders,late_night_orders,active_days,ordering_frequency,average_rating_given,customer_cluster,dbscan_cluster
C00051,6.0,6130.08,1021.68,3.8333333333333335,2.0,3.0,58.0,0.10344827586206896,3.8,1,0
C00052,5.0,4026.76,805.3520000000001,3.2,3.0,2.0,49.0,0.10204081632653061,3.25,1,0
C00053,6.0,5727.24,954.54,3.5,0.0,0.0,39.0,0.15384615384615385,2.6666666666666665,2,0
C00054,1.0,1868.71,1868.71,3.0,1.0,0.0,1.0,1.0,5.0,0,1
C00055,4.0,4672.32,1168.08,4.0,1.0,1.0,29.0,0.13793103448275862,4.666666666666667,2,0
C00056,4.0,5792.22,1448.055,3.5,1.0,1.0,39.0,0.10256410256410256,3.5,2,0
C00057,2.0,1132.3,566.15,5.5,1.0,1.0,7.0,0.2857142857142857,4.5,2,0
C00058,4.0,1933.24,483.31,5.75,0.0,2.0,18.0,0.2222222222222222,4.5,2,0
C00059,7.0,6421.34,917.3342857142858,3.7142857142857144,2.0,1.0,58.0,0.1206896551724138,3.2,1,0
C00060,1.0,487.26,487.26,4.0,0.0,0.0,1.0,1.0,3.5848081591677903,0,1
C00061,3.0,3212.42,1070.8066666666666,2.6666666666666665,1.0,0.0,45.0,0.06666666666666667,4.333333333333333,2,0
C00062,6.0,5475.89,912.6483333333334,3.6666666666666665,3.0,4.0,63.0,0.09523809523809523,3.2,1,0
C00063,6.0,4444.7,740.7833333333333,3.8333333333333335,1.0,4.0,86.0,0.06976744186046512,5.0,1,0
C00064,5.0,4227.61,845.5219999999999,3.0,1.0,1.0,37.0,0.13513513513513514,2.75,2,0
C00065,6.0,6531.68,1088.6133333333335,3.5,1.0,1.0,60.0,0.1,3.5,2,0
C00066,6.0,7120.81,1186.8016666666667,4.5,3.0,1.0,56.0,0.10714285714285714,4.0,1,0
C00067,7.0,6523.77,931.9671428571429,4.285714285714286,3.0,1.0,57.0,0.12280701754385964,3.4285714285714284,1,0
C00068,4.0,5296.51,1324.1275,4.0,2.0,0.0,24.0,0.16666666666666666,4.666666666666667,2,0
C00069,7.0,9438.52,1348.3600000000001,4.0,1.0,1.0,69.0,0.10144927536231885,3.0,1,0
C00070,2.0,1978.55,989.275,2.5,2.0,1.0,1.0,2.0,1.0,0,-1
C00071,6.0,6382.06,1063.6766666666667,3.5,3.0,4.0,61.0,0.09836065573770492,4.25,1,0
C00072,6.0,7364.12,1227.3533333333332,3.0,1.0,2.0,89.0,0.06741573033707865,3.4,1,0
C00073,4.0,3247.6000000000004,811.9000000000001,3.5,1.0,1.0,30.0,0.13333333333333333,3.5,2,0
C00074,7.0,6431.04,918.72,3.5714285714285716,3.0,0.0,70.0,0.1,4.75,1,0
C00075,5.0,6642.71,1328.542,4.4,0.0,0.0,87.0,0.05747126436781609,2.5,2,0
C00076,3.0,1537.6799999999998,512.56,4.0,0.0,1.0,57.0,0.05263157894736842,4.333333333333333,2,0
C00077,6.0,7056.07,1176.0116666666665,3.8333333333333335,1.0,2.0,39.0,0.15384615384615385,3.25,1,0
C00078,7.0,8259.77,1179.967142857143,3.5714285714285716,3.0,2.0,52.0,0.1346153846153846,3.8333333333333335,1,0
C00079,12.0,7042.89,586.9075,3.3333333333333335,4.0,4.0,72.0,0.16666666666666666,3.5555555555555554,1,0
C00080,3.0,2867.12,955.7066666666666,4.333333333333333,0.0,0.0,77.0,0.03896103896103896,4.666666666666667,2,0
C00081,3.0,2167.3500000000004,722.4500000000002,2.6666666666666665,1.0,0.0,13.0,0.23076923076923078,4.5,2,0
C00082,6.0,3266.85,544.475,2.3333333333333335,2.0,1.0,68.0,0.08823529411764706,4.0,2,0
C00083,1.0,1462.21,1462.21,5.0,0.0,1.0,1.0,1.0,1.0,0,-1
C00084,6.0,6650.37,1108.395,4.333333333333333,1.0,3.0,61.0,0.09836065573770492,1.0,1,0
C00085,7.0,8009.37,1144.1957142857143,3.5714285714285716,0.0,2.0,71.0,0.09859154929577464,3.75,1,0
C00086,7.0,6783.99,969.1414285714285,4.285714285714286,0.0,2.0,57.0,0.12280701754385964,4.0,1,0
C00087,7.0,5596.049999999999,799.4357142857142,4.285714285714286,2.0,3.0,75.0,0.09333333333333334,4.5,1,0
C00088,5.0,5681.84,1136.368,2.4,1.0,0.0,66.0,0.07575757575757576,4.75,2,0
C00089,3.0,2763.54,921.18,2.0,0.0,1.0,47.0,0.06382978723404255,3.0,2,0
C00090,5.0,5719.7,1143.94,5.6,1.0,1.0,67.0,0.07462686567164178,3.6,2,0
C00091,5.0,3921.4300000000003,784.2860000000001,3.6,2.0,2.0,30.0,0.16666666666666666,4.0,2,0
C00092,4.0,3022.52,755.63,4.25,1.0,1.0,80.0,0.05,4.0,2,0
C00093,2.0,3968.39,1984.195,4.0,2.0,0.0,7.0,0.2857142857142857,3.5848081591677903,2,0
C00094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5848081591677903,2,-1
C00095,9.0,8162.38,906.9311111111111,3.0,1.0,2.0,77.0,0.11688311688311688,3.625,1,0
C00096,5.0,5144.08,1028.816,4.2,3.0,0.0,85.0,0.058823529411764705,4.75,2,0
C00097,6.0,4558.93,759.8216666666667,3.5,3.0,2.0,72.0,0.08333333333333333,2.6,1,0
C00098,4.0,3897.6800000000003,974.4200000000001,5.0,0.0,2.0,30.0,0.13333333333333333,4.5,2,0
C00099,6.0,6959.4,1159.8999999999999,4.0,1.0,1.0,70.0,0.08571428571428572,3.0,1,0
C00100,5.0,5297.91,1059.5819999999999,3.0,2.0,2.0,44.0,0.11363636363636363,4.333333333333333,1,0
C00101,2.0,1380.43,690.215,1.0,1.0,2.0,17.0,0.11764705882352941,3.5848081591677903,2,0
C00102,2.0,2369.84,1184.92,3.5,1.0,2.0,41.0,0.04878048780487805,3.5,2,0
C00103,3.0,2388.41,796.1366666666667,4.666666666666667,0.0,0.0,43.0,0.06976744186046512,2.0,2,0
C00104,5.0,4900.67,980.134,2.0,1.0,1.0,60.0,0.08333333333333333,3.0,2,0
C00105,5.0,6074.01,1214.8020000000001,3.8,3.0,2.0,59.0,0.0847457627118644,3.75,1,0
C00106,6.0,6274.24,1045.7066666666667,4.0,1.0,3.0,70.0,0.08571428571428572,3.8,1,0
C00107,9.0,9050.42,1005.6022222222223,3.7777777777777777,3.0,4.0,66.0,0.13636363636363635,4.285714285714286,1,0
C00108,3.0,3938.58,1312.86,3.3333333333333335,1.0,0.0,53.0,0.05660377358490566,3.5,2,0
C00109,4.0,4308.12,1077.03,4.5,1.0,1.0,67.0,0.05970149253731343,3.75,2,0
C00110,5.0,4986.5599999999995,997.3119999999999,3.8,1.0,2.0,67.0,0.07462686567164178,4.0,2,0
C00111,5.0,6602.06,1320.412,3.6,1.0,1.0,73.0,0.0684931506849315,3.0,2,0
C00112,10.0,11006.35,1100.635,2.7,4.0,2.0,77.0,0.12987012987012986,3.7142857142857144,1,0
C00113,9.0,8657.12,961.9022222222223,3.5555555555555554,5.0,0.0,83.0,0.10843373493975904,3.2,1,0
C00114,6.0,7650.09,1275.015,3.5,1.0,3.0,61.0,0.09836065573770492,3.2,1,0
C00115,6.0,8808.14,1468.0233333333333,3.8333333333333335,3.0,1.0,79.0,0.0759493670886076,3.0,1,0
C00116,5.0,6686.26,1337.252,3.0,2.0,0.0,61.0,0.08196721311475409,5.0,2,0
C00117,7.0,8054.49,1150.6414285714286,3.4285714285714284,1.0,2.0,73.0,0.0958904109589041,2.8333333333333335,1,0
C00118,4.0,3022.86,755.715,3.75,2.0,0.0,68.0,0.058823529411764705,2.0,2,0
C00119,1.0,182.71,182.71,1.0,0.0,0.0,1.0,1.0,4.0,0,-1
C00120,3.0,4215.2,1405.0666666666666,3.6666666666666665,1.0,2.0,13.0,0.23076923076923078,2.5,2,0
C00121,3.0,4683.82,1561.2733333333333,4.666666666666667,1.0,1.0,38.0,0.07894736842105263,2.0,2,0
C00122,4.0,4037.5099999999998,1009.3774999999999,5.0,1.0,3.0,40.0,0.1,4.333333333333333,2,0
C00123,7.0,7432.049999999999,1061.7214285714285,2.7142857142857144,1.0,0.0,66.0,0.10606060606060606,4.6,2,0
C00124,2.0,1402.04,701.02,5.0,0.0,1.0,42.0,0.047619047619047616,3.5,2,0
C00125,4.0,5735.42,1433.855,3.75,1.0,1.0,62.0,0.06451612903225806,3.5,2,0
C00126,5.0,8142.66,1628.532,4.2,2.0,2.0,64.0,0.078125,2.0,1,0
C00127,1.0,970.61,970.61,1.0,0.0,0.0,1.0,1.0,3.5848081591677903,0,1
C00128,3.0,4299.34,1433.1133333333335,2.6666666666666665,1.0,2.0,47.0,0.06382978723404255,4.5,2,0
C00129,6.0,4641.29,773.5483333333333,4.333333333333333,3.0,0.0,60.0,0.1,2.4,2,0
C00130,3.0,3317.2799999999997,1105.76,2.3333333333333335,0.0,2.0,39.0,0.07692307692307693,4.5,2,0
C00131,6.0,4474.02,745.6700000000001,2.8333333333333335,2.0,0.0,53.0,0.11320754716981132,4.25,2,0
C00132,5.0,4052.95,810.5899999999999,2.8,4.0,2.0,63.0,0.07936507936507936,3.0,1,0
C00133,7.0,6490.78,927.2542857142856,3.5714285714285716,4.0,3.0,65.0,0.1076923076923077,4.0,1,0
C00134,3.0,2850.09,950.0300000000001,3.6666666666666665,0.0,1.0,79.0,0.0379746835443038,3.0,2,0
C00135,4.0,2542.2799999999997,635.5699999999999,4.25,2.0,2.0,61.0,0.06557377049180328,3.0,2,0
C00136,9.0,10068.34,1118.7044444444446,3.7777777777777777,2.0,3.0,83.0,0.10843373493975904,3.5,1,0
C00137,3.0,2205.02,735.0066666666667,3.0,2.0,3.0,59.0,0.05084745762711865,4.0,2,0
C00138,4.0,4978.55,1244.6375,3.5,0.0,2.0,55.0,0.07272727272727272,3.0,2,0
C00139,5.0,4677.92,935.5840000000001,4.6,1.0,1.0,54.0,0.09259259259259259,3.75,2,0
C00140,3.0,2789.5,929.8333333333334,3.0,0.0,0.0,56.0,0.05357142857142857,4.0,2,0
C00141,3.0,3991.09,1330.3633333333335,5.333333333333333,1.0,1.0,70.0,0.04285714285714286,4.0,2,0
C00142,3.0,3281.74,1093.9133333333332,2.3333333333333335,2.0,1.0,37.0,0.08108108108108109,3.5,2,0
C00143,6.0,7935.54,1322.59,3.3333333333333335,3.0,1.0,47.0,0.1276595744680851,4.5,1,0
C00144,4.0,4582.71,1145.6775,1.25,1.0,0.0,61.0,0.06557377049180328,2.3333333333333335,2,0
C00145,2.0,1022.1899999999999,511.09499999999997,3.5,0.0,0.0,29.0,0.06896551724137931,1.0,2,0
C00146,3.0,2310.34,770.1133333333333,4.0,2.0,1.0,55.0,0.05454545454545454,2.3333333333333335,2,0
C00147,6.0,6477.08,1079.5133333333333,3.6666666666666665,2.0,2.0,62.0,0.0967741935483871,3.75,1,0
C00148,4.0,6054.82,1513.705,1.75,1.0,1.0,79.0,0.05063291139240506,4.666666666666667,2,0
C00149,9.0,9162.91,1018.1011111111111,2.3333333333333335,3.0,1.0,73.0,0.1232876712328767,3.375,1,0
C00150,4.0,5406.51,1351.6275,3.25,3.0,2.0,65.0,0.06153846153846154,5.0,1,0
C00151,2.0,2258.58,1129.29,4.0,2.0,1.0,15.0,0.13333333333333333,4.5,2,0
C00152,3.0,3162.2799999999997,1054.0933333333332,4.666666666666667,0.0,1.0,64.0,0.046875,5.0,2,0
C00153,3.0,3979.63,1326.5433333333333,4.0,1.0,1.0,71.0,0.04225352112676056,4.0,2,0
C00154,4.0,2546.18,636.545,3.25,0.0,2.0,68.0,0.058823529411764705,3.5,2,0
C00155,4.0,4352.58,1088.145,4.75,2.0,2.0,41.0,0.0975609756097561,3.0,2,0
C00156,7.0,7158.41,1022.63,3.7142857142857144,2.0,1.0,50.0,0.14,3.1666666666666665,1,0
C00157,1.0,362.41,362.41,4.0,0.0,0.0,1.0,1.0,5.0,0,1
C00158,5.0,6673.9400000000005,1334.788,3.6,1.0,3.0,80.0,0.0625,2.75,1,0
C00159,5.0,4246.27,849.2540000000001,4.0,2.0,1.0,67.0,0.07462686567164178,4.0,2,0
C00160,5.0,6220.09,1244.018,3.8,4.0,3.0,34.0,0.14705882352941177,4.5,1,0
C00161,6.0,6189.13,1031.5216666666668,2.8333333333333335,1.0,2.0,72.0,0.08333333333333333,2.4,1,0
C00162,8.0,7364.28,920.535,3.75,2.0,0.0,77.0,0.1038961038961039,3.8,1,0
C00163,3.0,1607.21,535.7366666666667,3.6666666666666665,0.0,1.0,51.0,0.058823529411764705,1.5,2,0
C00164,1.0,447.45,447.45,5.0,0.0,0.0,1.0,1.0,3.5848081591677903,0,1
C00165,8.0,8684.39,1085.54875,3.375,3.0,1.0,66.0,0.12121212121212122,3.142857142857143,1,0
C00166,5.0,3368.52,673.704,3.8,3.0,0.0,60.0,0.08333333333333333,3.5,2,0
C00167,3.0,4727.39,1575.7966666666669,3.6666666666666665,0.0,0.0,59.0,0.05084745762711865,3.5,2,0
C00168,7.0,4935.11,705.0157142857142,2.2857142857142856,3.0,1.0,64.0,0.109375,3.4,1,0
C00169,6.0,6516.13,1086.0216666666668,3.6666666666666665,0.0,3.0,61.0,0.09836065573770492,3.5,1,0
C00170,3.0,1992.29,664.0966666666667,4.333333333333333,1.0,0.0,11.0,0.2727272727272727,3.5848081591677903,2,0
C00171,4.0,2722.75,680.6875,3.0,3.0,1.0,40.0,0.1,4.5,2,0
C00172,6.0,7655.36,1275.8933333333332,4.0,0.0,0.0,62.0,0.0967741935483871,2.0,2,0
C00173,4.0,3810.24,952.56,3.75,1.0,1.0,76.0,0.05263157894736842,4.333333333333333,2,0
C00174,2.0,3491.3999999999996,1745.6999999999998,5.0,1.0,0.0,38.0,0.05263157894736842,3.0,2,0
C00175,6.0,4432.16,738.6933333333333,3.3333333333333335,1.0,1.0,77.0,0.07792207792207792,3.8,2,0
C00176,4.0,3874.95,968.7375,2.0,1.0,3.0,42.0,0.09523809523809523,3.5,2,0
C00177,7.0,8351.53,1193.0757142857144,3.142857142857143,0.0,1.0,70.0,0.1,4.4,1,0
C00178,7.0,6274.5,896.3571428571429,3.0,3.0,0.0,80.0,0.0875,3.6,1,0
C00179,7.0,6646.04,949.4342857142857,4.428571428571429,3.0,1.0,77.0,0.09090909090909091,4.0,1,0
C00180,6.0,4150.75,691.7916666666666,4.5,1.0,2.0,56.0,0.10714285714285714,4.0,2,0
C00181,6.0,5840.31,973.3850000000001,4.0,2.0,3.0,77.0,0.07792207792207792,4.0,1,0
C00182,3.0,1807.46,602.4866666666667,4.666666666666667,1.0,0.0,33.0,0.09090909090909091,3.0,2,0
C00183,2.0,1316.4,658.2,5.5,1.0,0.0,6.0,0.3333333333333333,4.0,2,0
C00184,6.0,8110.25,1351.7083333333333,3.6666666666666665,1.0,2.0,56.0,0.10714285714285714,2.5,1,0
C00185,7.0,4686.24,669.4628571428572,3.142857142857143,1.0,4.0,59.0,0.11864406779661017,2.857142857142857,1,0
C00186,8.0,9334.54,1166.8175,3.75,3.0,3.0,57.0,0.14035087719298245,3.3333333333333335,1,0
C00187,3.0,2599.87,866.6233333333333,2.6666666666666665,1.0,1.0,31.0,0.0967741935483871,5.0,2,0
C00188,3.0,5163.04,1721.0133333333333,4.333333333333333,0.0,0.0,52.0,0.057692307692307696,3.5,2,0
C00189,4.0,3266.15,816.5375,3.25,1.0,1.0,71.0,0.056338028169014086,3.0,2,0
C00190,2.0,2843.96,1421.98,4.5,0.0,1.0,13.0,0.15384615384615385,3.0,2,0
C00191,5.0,4975.69,995.1379999999999,5.0,1.0,0.0,74.0,0.06756756756756757,4.333333333333333,2,0
C00192,7.0,9762.57,1394.652857142857,3.2857142857142856,3.0,1.0,47.0,0.14893617021276595,4.2,1,0
C00193,4.0,5037.2,1259.3,3.75,2.0,0.0,74.0,0.05405405405405406,4.0,2,0
C00194,6.0,4692.38,782.0633333333334,3.8333333333333335,1.0,1.0,76.0,0.07894736842105263,1.6666666666666667,2,0
C00195,2.0,2627.5299999999997,1313.7649999999999,4.5,2.0,1.0,37.0,0.05405405405405406,4.0,2,0
C00196,6.0,5934.68,989.1133333333333,4.0,1.0,1.0,64.0,0.09375,4.166666666666667,2,0
C00197,3.0,4421.85,1473.95,2.3333333333333335,2.0,0.0,38.0,0.07894736842105263,4.0,2,0
C00198,4.0,5136.29,1284.0725,4.25,1.0,0.0,75.0,0.05333333333333334,4.0,2,0
C00199,5.0,3994.46,798.892,2.0,2.0,1.0,46.0,0.10869565217391304,3.75,2,0
C00200,1.0,150.65,150.65,3.0,0.0,1.0,1.0,1.0,4.0,0,1
C00201,3.0,4424.18,1474.7266666666667,2.6666666666666665,2.0,0.0,23.0,0.13043478260869565,3.5,2,0
C00202,8.0,10381.2,1297.65,3.625,2.0,4.0,69.0,0.11594202898550725,3.75,1,0
C00203,2.0,1930.81,965.405,3.5,1.0,0.0,47.0,0.0425531914893617,4.5,2,0
C00204,5.0,5512.950000000001,1102.5900000000001,3.8,2.0,0.0,47.0,0.10638297872340426,3.8,2,0
C00205,6.0,4948.05,824.6750000000001,3.3333333333333335,1.0,2.0,44.0,0.13636363636363635,4.0,2,0
C00206,5.0,6123.96,1224.792,2.6,1.0,0.0,51.0,0.09803921568627451,3.75,2,0
C00207,7.0,8146.24,1163.7485714285715,4.428571428571429,3.0,5.0,60.0,0.11666666666666667,3.3333333333333335,1,0
C00208,2.0,2684.89,1342.445,5.0,0.0,0.0,10.0,0.2,2.0,2,0
C00209,5.0,6568.96,1313.792,4.4,2.0,0.0,81.0,0.06172839506172839,4.0,2,0
C00210,3.0,2594.0,864.6666666666666,5.0,2.0,0.0,37.0,0.08108108108108109,3.5,2,0
C00211,4.0,4157.56,1039.39,2.5,1.0,1.0,67.0,0.05970149253731343,3.0,2,0
C00212,3.0,2378.07,792.69,2.3333333333333335,1.0,1.0,31.0,0.0967741935483871,3.3333333333333335,2,0
C00213,7.0,7798.57,1114.0814285714284,3.857142857142857,2.0,3.0,74.0,0.0945945945945946,4.0,1,0
C00214,3.0,3529.33,1176.4433333333334,3.3333333333333335,2.0,1.0,47.0,0.06382978723404255,3.5,2,0
C00215,8.0,9046.69,1130.83625,2.625,2.0,1.0,83.0,0.0963855421686747,3.6666666666666665,1,0
C00216,7.0,8000.13,1142.8757142857144,3.7142857142857144,2.0,1.0,48.0,0.14583333333333334,3.25,1,0
C00217,8.0,9999.76,1249.97,3.875,1.0,4.0,83.0,0.0963855421686747,3.6666666666666665,1,0
C00218,3.0,2971.79,990.5966666666667,3.6666666666666665,1.0,1.0,46.0,0.06521739130434782,2.5,2,0
C00219,4.0,3106.82,776.705,3.0,1.0,2.0,35.0,0.11428571428571428,3.25,2,0
C00220,5.0,5539.639999999999,1107.9279999999999,3.2,3.0,1.0,72.0,0.06944444444444445,3.0,1,0
C00221,7.0,7445.95,1063.7071428571428,4.571428571428571,3.0,1.0,83.0,0.08433734939759036,3.8333333333333335,1,0
C00222,5.0,5914.9,1182.98,2.8,1.0,1.0,29.0,0.1724137931034483,3.8,2,0
C00223,5.0,5455.8,1091.16,4.6,1.0,4.0,25.0,0.2,3.75,1,0
C00224,3.0,1607.56,535.8533333333334,3.6666666666666665,1.0,1.0,37.0,0.08108108108108109,4.0,2,0
C00225,1.0,1795.02,1795.02,4.0,0.0,0.0,1.0,1.0,4.0,0,1
C00226,6.0,6192.2,1032.0333333333333,2.8333333333333335,2.0,0.0,81.0,0.07407407407407407,4.0,2,0
C00227,5.0,3637.91,727.582,3.4,3.0,1.0,62.0,0.08064516129032258,3.3333333333333335,2,0
C00228,2.0,3314.3,1657.15,1.5,0.0,1.0,60.0,0.03333333333333333,3.0,2,0
C00229,2.0,2730.38,1365.19,2.0,0.0,0.0,51.0,0.0392156862745098,4.0,2,0
C00230,4.0,4914.52,1228.63,3.5,0.0,2.0,17.0,0.23529411764705882,3.0,2,0
C00231,5.0,3945.79,789.158,2.6,3.0,2.0,73.0,0.0684931506849315,3.5,2,0
C00232,4.0,5148.46,1287.115,3.0,0.0,1.0,49.0,0.08163265306122448,2.3333333333333335,2,0
C00233,6.0,5063.24,843.8733333333333,3.1666666666666665,2.0,3.0,83.0,0.07228915662650602,3.8333333333333335,1,0
C00234,8.0,6062.63,757.82875,3.75,5.0,4.0,79.0,0.10126582278481013,3.6666666666666665,1,0
C00235,3.0,4403.05,1467.6833333333334,2.6666666666666665,0.0,1.0,32.0,0.09375,3.3333333333333335,2,0
C00236,3.0,3613.74,1204.58,3.3333333333333335,0.0,1.0,21.0,0.14285714285714285,5.0,2,0
C00237,3.0,4029.18,1343.06,4.0,2.0,2.0,66.0,0.045454545454545456,4.0,2,0
C00238,5.0,3053.28,610.6560000000001,4.4,0.0,0.0,66.0,0.07575757575757576,2.5,2,0
C00239,6.0,7060.6900000000005,1176.7816666666668,3.0,0.0,0.0,69.0,0.08695652173913043,2.25,2,0
C00240,5.0,4030.58,806.116,3.8,1.0,1.0,66.0,0.07575757575757576,4.75,2,0
C00241,4.0,3280.32,820.08,3.5,1.0,1.0,52.0,0.07692307692307693,5.0,2,0
C00242,6.0,4957.72,826.2866666666667,4.0,1.0,2.0,64.0,0.09375,3.25,2,0
C00243,3.0,3606.0600000000004,1202.0200000000002,4.0,1.0,2.0,23.0,0.13043478260869565,3.5,2,0
C00244,8.0,10795.08,1349.385,3.0,1.0,2.0,53.0,0.1509433962264151,3.3333333333333335,1,0
C00245,11.0,12972.789999999999,1179.3445454545454,2.5454545454545454,2.0,0.0,80.0,0.1375,4.0,1,0
C00246,7.0,7064.43,1009.2042857142858,3.0,2.0,3.0,60.0,0.11666666666666667,4.333333333333333,1,0
C00247,4.0,3704.58,926.145,3.25,2.0,2.0,40.0,0.1,2.6666666666666665,2,0
C00248,3.0,3183.4,1061.1333333333334,3.0,0.0,0.0,40.0,0.075,2.5,2,0
C00249,8.0,8330.91,1041.36375,3.75,3.0,2.0,66.0,0.12121212121212122,4.0,1,0
C00250,6.0,3374.25,562.375,3.8333333333333335,2.0,1.0,58.0,0.10344827586206896,3.0,2,0
C00251,3.0,4556.9,1518.9666666666665,4.333333333333333,2.0,0.0,17.0,0.17647058823529413,3.5848081591677903,2,0
