customer_id,age,gender,city,signup_date,customer_rating
C00113,45,Male,Hyderabad,2025-02-15,4.2
C00114,24,Female,Mumbai,2024-02-28,3.3
C00115,26,Male,Mumbai,2026-05-13,4.2
C00116,25,Female,Hyderabad,2026-03-28,4.5
C00117,29,Female,Mumbai,2024-07-09,3.8
C00118,51,Female,Chennai,2025-07-17,4.8
C00119,50,Female,Delhi,2025-06-14,4.3
C00120,40,Female,Delhi,2024-01-31,4.8
C00121,41,Female,Chennai,2025-11-29,4.2
C00122,54,Female,Delhi,2025-03-30,3.3
C00123,52,Female,Bangalore,2025-12-17,3.6
C00124,61,Male,Chennai,2025-03-20,3.4
C00125,57,Male,Mumbai,2023-08-17,4.8
C00126,39,Female,Chennai,2024-08-06,4.5
C00127,44,Male,Hyderabad,2023-09-07,4.4
C00128,52,Male,Mumbai,2026-05-31,3.6
C00129,18,Male,Hyderabad,2026-04-06,3.4
C00130,52,Female,Mumbai,2026-02-13,4.5
C00131,54,Female,Delhi,2024-07-19,3.9
C00132,64,Female,Chennai,2023-10-19,3.5
C00133,31,Female,Bangalore,2026-04-05,4.2
C00134,20,Female,Mumbai,2026-06-19,3.1
C00135,18,Male,Mumbai,2023-11-18,3.7
C00136,22,Female,Hyderabad,2025-01-30,3.9
C00137,43,Male,Delhi,2023-10-31,3.3
C00138,31,Female,Hyderabad,2025-11-27,5.0
C00139,56,Female,Hyderabad,2025-12-03,3.4
C00140,44,Male,Delhi,2024-01-04,3.3
C00141,26,Male,Bangalore,2025-01-18,3.4
C00142,32,Male,Hyderabad,2025-04-10,4.5
C00143,32,Male,Hyderabad,2024-06-02,3.9
C00144,43,Male,Mumbai,2026-03-30,4.1
C00145,59,Female,Delhi,2024-11-22,3.0
C00146,30,Female,Chennai,2024-04-05,3.1
C00147,49,Female,Bangalore,2025-03-30,3.9
C00148,56,Female,Bangalore,2025-10-25,4.6
C00149,49,Female,Delhi,2024-03-24,4.8
C00150,21,Female,Mumbai,2024-07-23,3.2
C00151,47,Male,Mumbai,2026-08-11,4.1
C00152,54,Female,Delhi,2025-07-29,4.8
C00153,40,Male,Mumbai,2024-12-09,3.8
C00154,56,Other,Bangalore,2025-03-06,4.7
C00155,62,Female,Bangalore,2023-12-27,3.3
C00156,32,Female,Chennai,2024-04-19,4.9
C00157,60,Male,Delhi,2024-08-21,4.5
C00158,46,Female,Hyderabad,2025-05-22,4.9
C00159,53,Female,Hyderabad,2024-04-25,4.4
C00160,30,Male,Chennai,2024-04-14,3.7
C00161,49,Male,Chennai,2023-11-02,4.9
C00162,24,Female,Mumbai,2025-07-08,3.6
C00163,39,Male,Chennai,2024-04-23,3.7
C00164,45,Female,Chennai,2026-05-05,4.4
C00165,19,Male,Hyderabad,2026-03-16,4.5
C00166,59,Male,Mumbai,2023-11-02,4.9
C00167,62,Female,Chennai,2024-05-03,3.4
C00168,23,Male,Chennai,2025-08-19,4.6
C00169,45,Female,Mumbai,2024-04-07,4.5
C00170,45,Male,Delhi,2024-01-09,3.1
C00171,61,Male,Mumbai,2026-06-07,3.8
C00172,61,Female,Hyderabad,2025-05-03,3.6
C00173,37,Female,Delhi,2025-01-16,3.6
C00174,47,Female,Bangalore,2025-12-23,5.0
C00175,28,Female,Mumbai,2026-01-18,4.3
C00176,45,Female,Hyderabad,2024-03-12,4.4
C00177,42,Male,Delhi,2023-12-01,5.0
C00178,56,Male,Mumbai,2024-12-01,3.8
C00179,50,Female,Chennai,2024-11-23,4.6
C00180,18,Female,Mumbai,2025-01-09,3.9
C00181,44,Female,Bangalore,2025-10-24,4.7
C00182,30,Male,Mumbai,2025-08-24,3.4
C00183,58,Male,Delhi,2026-07-30,4.9
C00184,20,Female,Delhi,2023-12-02,3.4
C00185,56,Female,Mumbai,2024-10-31,3.7
C00186,23,Female,Delhi,2024-08-22,4.5
C00187,25,Female,Chennai,2026-03-18,3.8
C00188,44,Female,Mumbai,2024-05-15,4.2
C00189,26,Male,Chennai,2024-03-12,3.9
C00190,54,Male,Chennai,2024-12-20,4.5
C00191,50,Male,Hyderabad,2024-11-21,3.5
C00192,59,Male,Mumbai,2024-06-17,3.1
C00193,61,Female,Delhi,2024-05-16,3.6
C00194,41,Male,Chennai,2026-05-24,3.9
C00195,32,Female,Hyderabad,2024-12-14,3.3
C00196,49,Male,Mumbai,2026-03-18,3.7
C00197,49,Male,Mumbai,2025-04-11,3.8
C00198,41,Male,Bangalore,2023-10-11,3.1
C00199,58,Male,Bangalore,2026-08-16,4.2
C00200,29,Female,Chennai,2026-02-18,4.8
C00201,56,Male,Bangalore,2026-07-14,3.3
C00202,19,Female,Chennai,2026-05-28,4.2
C00203,20,Male,Delhi,2026-03-04,4.3
C00204,54,Male,Chennai,2024-02-15,3.8
C00205,34,Male,Bangalore,2025-01-30,4.4
C00206,19,Female,Delhi,2024-04-07,3.8
C00207,19,Female,Bangalore,2024-10-29,4.0
C00208,45,Male,Chennai,2023-10-20,3.0
C00209,40,Male,Hyderabad,2024-10-05,4.4
C00210,54,Female,Mumbai,2026-07-31,4.3
C00211,49,Male,Bangalore,2024-06-02,3.1
C00212,50,Male,Chennai,2025-12-23,3.7
C00213,18,Female,Delhi,2024-12-27,5.0
C00214,36,Female,Bangalore,2024-11-22,3.8
C00215,19,Male,Bangalore,2026-07-01,4.0
C00216,61,Female,Mumbai,2026-08-11,4.8
C00217,43,Female,Chennai,2025-04-17,4.4
C00218,49,Male,Hyderabad,2025-10-12,4.2
C00219,23,Female,Delhi,2024-02-02,4.6
C00220,49,Female,Chennai,2024-07-07,4.7
C00221,21,Male,Delhi,2026-07-13,3.9
C00222,28,Male,Bangalore,2025-05-12,4.0
C00223,34,Male,Mumbai,2025-04-02,3.8
C00224,55,Female,Mumbai,2025-11-13,4.9
C00225,41,Male,Hyderabad,2023-10-18,4.4
C00226,22,Female,Mumbai,2025-05-18,3.2
C00227,51,Female,Bangalore,2025-02-18,4.7
C00228,23,Male,Hyderabad,2026-03-08,4.0
C00229,39,Female,Chennai,2024-02-05,3.1
C00230,28,Male,Mumbai,2026-07-05,4.1
C00231,33,Female,Hyderabad,2023-11-12,3.8
C00232,50,Female,Bangalore,2024-03-07,4.8
C00233,26,Male,Delhi,2025-05-30,3.4
C00234,23,Male,Delhi,2025-08-26,4.7
C00235,33,Male,Bangalore,2024-04-30,4.1
C00236,46,Male,Bangalore,2023-12-26,3.1
C00237,20,Male,Delhi,2026-04-18,4.9
C00238,37,Male,Hyderabad,2024-05-12,4.0
C00239,53,Other,Delhi,2025-05-29,3.6
C00240,36,Male,Bangalore,2025-06-25,3.9
C00241,43,Male,Mumbai,2024-11-18,4.7
C00242,20,Female,Chennai,2025-05-17,3.6
C00243,36,Male,Mumbai,2025-03-11,3.4
C00244,37,Other,Mumbai,2026-06-06,3.3
C00245,49,Female,Bangalore,2024-03-27,3.6
C00246,24,Female,Delhi,2025-10-09,4.6
C00247,58,Male,Hyderabad,2024-05-04,3.9
C00248,50,Male,Mumbai,2024-10-23,3.5
C00249,57,Male,Delhi,2025-08-22,3.3
C00250,56,Female,Hyderabad,2024-07-10,3.7
C00251,35,Male,Mumbai,2024-07-28,4.9
C00252,57,Male,Hyderabad,2025-11-18,3.7
C00253,18,Other,Delhi,2023-11-04,5.0
C00254,28,Male,Chennai,2024-12-31,4.0
C00255,45,Male,Delhi,2026-08-15,3.4
C00256,42,Male,Bangalore,2026-08-12,4.8
C00257,40,Other,Hyderabad,2023-11-05,3.9
C00258,48,Male,Chennai,2024-04-06,4.4
C00259,47,Female,Hyderabad,2024-06-02,5.0
C00260,59,Female,Hyderabad,2026-06-04,3.1
C00261,52,Male,Mumbai,2026-04-08,3.2
C00262,24,Female,Bangalore,2026-04-06,4.4
C00263,33,Male,Hyderabad,2024-09-25,3.6
C00264,43,Male,Delhi,2024-02-05,3.4
C00265,19,Female,Delhi,2026-02-15,3.1
C00266,18,Female,Mumbai,2025-09-26,3.0
C00267,29,Female,Bangalore,2025-06-17,4.5
C00268,22,Female,Bangalore,2026-08-03,3.3
C00269,54,Male,Delhi,2025-08-02,3.9
C00270,49,Male,Chennai,2023-08-25,4.2
C00271,26,Male,Mumbai,2026-01-28,3.9
C00272,58,Male,Mumbai,2024-07-10,3.1
C00273,52,Male,Delhi,2025-08-13,4.6
C00274,36,Male,Delhi,2026-06-11,3.0
C00275,33,Male,Chennai,2024-01-11,4.5
C00276,20,Male,Chennai,2023-12-21,4.8
C00277,37,Female,Bangalore,2023-12-12,3.9
C00278,41,Female,Mumbai,2025-04-14,4.1
C00279,50,Male,Mumbai,2024-06-10,4.0
C00280,41,Female,Delhi,2025-06-09,3.8
C00281,28,Female,Bangalore,2025-10-11,4.8
C00282,25,Male,Mumbai,2024-03-27,4.8
C00283,53,Female,Bangalore,2025-07-12,3.7
C00284,55,Female,Bangalore,2024-06-01,4.2
C00285,57,Female,Delhi,2025-02-02,4.9
C00286,37,Male,Bangalore,2026-05-05,4.9
C00287,52,Female,Chennai,2026-03-01,4.0
C00288,42,Male,Chennai,2023-11-26,3.9
C00289,52,Female,Hyderabad,2024-11-23,3.6
C00290,42,Female,Delhi,2024-06-15,4.9
C00291,46,Female,Hyderabad,2023-08-20,3.3
C00292,35,Female,Chennai,2025-12-09,4.2
C00293,63,Female,Hyderabad,2025-07-15,3.6
C00294,35,Male,Delhi,2024-05-30,3.6
C00295,19,Male,Delhi,2025-11-06,3.8
C00296,52,Female,Bangalore,2025-04-12,5.0
C00297,33,Male,Mumbai,2024-11-27,3.1
C00298,58,Male,Bangalore,2023-08-27,4.2
C00299,53,Male,Delhi,2023-11-07,3.2
C00300,50,Male,Chennai,2026-04-10,3.3
C00301,21,Female,Chennai,2026-05-03,3.9
C00302,50,Female,Bangalore,2025-04-05,4.0
C00303,31,Female,Delhi,2026-02-16,3.5
C00304,38,Female,Chennai,2025-05-16,3.6
C00305,37,Male,Delhi,2024-01-26,3.2
C00306,25,Male,Chennai,2024-01-03,3.6
C00307,24,Female,Delhi,2024-07-19,4.9
C00308,20,Male,Hyderabad,2026-04-28,4.9
C00309,34,Female,Delhi,2026-01-05,3.7
C00310,50,Female,Delhi,2026-03-17,4.1
C00311,29,Male,Bangalore,2026-04-28,4.8
C00312,39,Female,Hyderabad,2024-04-03,3.0
C00313,39,Female,Mumbai,2024-05-16,4.6
C00314,63,Female,Bangalore,2023-12-07,4.9
C00315,47,Male,Mumbai,2025-12-19,3.2
C00316,55,Male,Chennai,2026-04-12,3.3
C00317,55,Female,Mumbai,2024-11-04,4.9
C00318,62,Male,Delhi,2025-06-27,4.1
C00319,25,Male,Mumbai,2024-02-02,3.0
C00320,44,Female,Bangalore,2026-06-01,3.5
C00321,44,Male,Bangalore,2026-03-21,3.9
C00322,51,Female,Mumbai,2026-07-21,4.4
C00323,38,Female,Bangalore,2026-01-21,4.5
C00324,47,Female,Bangalore,2026-04-09,5.0
C00325,50,Male,Mumbai,2023-09-13,3.6
C00326,45,Female,Hyderabad,2025-11-01,4.1
C00327,64,Male,Hyderabad,2024-08-15,4.1
C00328,50,Male,Chennai,2026-06-02,3.8
C00329,22,Female,Bangalore,2026-01-12,3.3
C00330,36,Male,Mumbai,2026-03-21,5.0
C00331,21,Male,Bangalore,2026-01-21,4.7
C00332,52,Female,Delhi,2024-06-04,4.0
C00333,34,Male,Bangalore,2025-12-26,4.2
C00334,61,Male,Bangalore,2023-12-13,3.5
C00335,45,Female,Hyderabad,2026-03-29,4.1
C00336,47,Female,Mumbai,2026-03-15,4.4
C00337,46,Female,Bangalore,2024-04-16,4.0
C00338,63,Male,Hyderabad,2026-01-27,5.0
C00339,23,Male,Chennai,2025-01-02,4.2
C00340,52,Male,Hyderabad,2024-07-16,3.7
C00341,58,Male,Hyderabad,2026-01-04,4.5
C00342,54,Female,Hyderabad,2024-04-22,3.3
C00343,41,Male,Bangalore,2023-09-11,3.8
C00344,46,Male,Bangalore,2024-03-15,3.7
C00345,63,Female,Chennai,2024-08-10,3.9
C00346,48,Female,Delhi,2026-03-21,4.6
C00347,52,Female,Delhi,2026-07-11,4.0
C00348,50,Male,Delhi,2024-06-17,4.6
C00349,38,Male,Chennai,2025-07-20,4.2
C00350,49,Male,Delhi,2024-10-28,3.7
C00351,40,Male,Delhi,2026-07-27,4.6
C00352,50,Female,Hyderabad,2025-03-26,3.5
C00353,20,Female,Bangalore,2026-06-11,3.4
C00354,35,Female,Bangalore,2023-12-21,4.0
C00355,42,Female,Hyderabad,2026-07-15,3.5
C00356,59,Male,Hyderabad,2024-02-28,3.0
C00357,48,Female,Hyderabad,2026-07-06,4.3
C00358,20,Male,Bangalore,2024-06-02,4.0
C00359,57,Female,Delhi,2023-12-13,3.9
C00360,63,Female,Hyderabad,2024-12-05,4.9
C00361,41,Male,Chennai,2025-10-23,4.1
C00362,49,Male,Hyderabad,2024-07-25,4.7
C00363,64,Other,Mumbai,2025-06-11,3.3
C00364,39,Male,Hyderabad,2025-02-27,4.1
C00365,40,Male,Bangalore,2024-10-12,4.7
C00366,19,Male,Hyderabad,2025-05-09,4.2
C00367,44,Female,Mumbai,2024-05-22,4.4
C00368,59,Female,Chennai,2025-10-01,3.7
C00369,19,Female,Delhi,2023-08-18,3.2
C00370,43,Male,Hyderabad,2026-05-27,3.9
C00371,34,Female,Mumbai,2025-03-29,3.8
C00372,57,Male,Mumbai,2025-10-13,4.7
C00373,50,Female,Chennai,2025-11-07,3.5
C00374,26,Female,Bangalore,2025-08-21,4.9
C00375,60,Male,Hyderabad,2024-09-19,4.9
C00376,56,Male,Mumbai,2023-11-01,3.5
C00377,46,Male,Chennai,2025-08-14,3.7
C00378,59,Male,Delhi,2024-08-12,4.8
C00379,43,Male,Mumbai,2024-07-26,4.9
C00380,52,Female,Chennai,2026-03-03,3.9
C00381,42,Female,Bangalore,2025-10-13,3.6
C00382,41,Male,Bangalore,2024-07-11,4.1
C00383,30,Male,Mumbai,2024-07-20,4.4
C00384,24,Male,Mumbai,2024-11-06,3.5
C00385,53,Female,Hyderabad,2024-10-31,4.5
C00386,62,Male,Chennai,2024-07-06,3.1
C00387,37,Female,Mumbai,2024-01-03,3.1
C00388,18,Female,Hyderabad,2024-11-19,3.8
C00389,25,Female,Hyderabad,2026-06-12,3.7
C00390,63,Female,Mumbai,2025-08-28,3.6
C00391,33,Male,Bangalore,2026-05-02,4.0
C00392,31,Female,Chennai,2025-06-21,3.6
C00393,29,Male,Chennai,2024-07-11,3.4
C00394,40,Male,Bangalore,2025-04-08,3.6
C00395,32,Female,Mumbai,2023-08-17,4.9
C00396,45,Female,Chennai,2024-06-26,3.8
C00397,51,Female,Mumbai,2024-11-30,3.9
C00398,19,Male,Mumbai,2025-05-13,4.2
C00399,49,Male,Hyderabad,2025-08-03,5.0
C00400,40,Female,Bangalore,2025-01-07,3.5
C00401,39,Male,Mumbai,2024-12-13,4.4
C00402,42,Female,Delhi,2024-04-07,4.4
C00403,39,Female,Bangalore,2025-01-16,4.2
C00404,39,Female,Chennai,2026-04-30,3.2
C00405,59,Male,Hyderabad,2026-01-05,4.4
C00406,23,Male,Chennai,2024-02-18,3.1
C00407,32,Male,Chennai,2023-11-17,4.2
C00408,60,Female,Bangalore,2025-03-03,4.5
C00409,54,Male,Chennai,2025-07-10,3.4
C00410,50,Female,Mumbai,2024-08-18,4.7
C00411,25,Male,Chennai,2026-01-29,3.1
C00412,61,Other,Hyderabad,2025-11-17,4.7
C00413,61,Male,Hyderabad,2025-08-23,3.9
C00414,22,Male,Delhi,2024-04-19,3.4
C00415,56,Male,Hyderabad,2024-03-22,3.3
C00416,21,Female,Chennai,2023-09-12,4.9
C00417,23,Female,Hyderabad,2024-05-11,3.1
C00418,62,Female,Bangalore,2025-01-18,3.4
C00419,49,Male,Hyderabad,2026-03-05,3.7
C00420,47,Male,Mumbai,2023-11-04,4.2
C00421,64,Female,Bangalore,2024-11-13,4.1
C00422,52,Male,Delhi,2025-07-07,3.3
C00423,57,Male,Mumbai,2024-03-17,3.6
C00424,33,Other,Chennai,2025-09-18,3.5
C00425,30,Other,Chennai,2025-02-08,3.4
C00426,59,Female,Chennai,2024-05-10,3.8
C00427,47,Female,Mumbai,2025-08-05,4.4
C00428,36,Male,Mumbai,2023-08-23,3.4
C00429,34,Male,Mumbai,2025-11-17,3.7
C00430,36,Female,Bangalore,2025-12-07,3.8
C00431,45,Female,Bangalore,2023-12-11,5.0
C00432,43,Male,Chennai,2024-11-24,4.9
C00433,54,Male,Hyderabad,2024-02-25,4.6
C00434,43,Male,Chennai,2026-07-01,3.5
C00435,40,Female,Delhi,2025-03-06,3.1
C00436,26,Female,Bangalore,2023-10-11,3.6
C00437,29,Female,Mumbai,2024-05-16,3.5
C00438,18,Male,Bangalore,2026-03-03,4.0
C00439,18,Other,Mumbai,2024-12-29,4.6
C00440,64,Female,Delhi,2026-01-11,4.7
C00441,51,Male,Delhi,2025-08-17,4.7
C00442,49,Male,Bangalore,2026-08-03,3.7
C00443,42,Male,Mumbai,2025-05-30,4.4
C00444,57,Male,Delhi,2026-06-23,3.6
C00445,62,Female,Chennai,2026-04-20,3.1
C00446,18,Male,Chennai,2025-06-18,4.4
C00447,33,Female,Mumbai,2025-10-13,3.0
C00448,56,Male,Bangalore,2025-02-20,3.8
C00449,22,Male,Delhi,2026-02-12,3.7
C00450,39,Male,Bangalore,2025-04-08,4.4
C00451,46,Male,Chennai,2026-04-26,4.5
C00452,20,Female,Delhi,2025-11-09,3.6
C00453,29,Female,Bangalore,2025-01-18,4.6
C00454,43,Female,Hyderabad,2024-05-27,3.6
C00455,33,Female,Mumbai,2024-05-13,3.9
C00456,54,Male,Mumbai,2025-07-15,4.5
C00457,39,Male,Hyderabad,2025-12-03,4.4
C00458,46,Male,Chennai,2025-03-10,5.0
C00459,31,Female,Delhi,2025-07-03,3.5
C00460,45,Male,Mumbai,2024-06-12,4.3
C00461,22,Male,Hyderabad,2023-11-09,4.2
C00462,64,Female,Hyderabad,2024-06-25,4.8
C00463,47,Male,Chennai,2024-06-09,3.3
C00464,63,Male,Chennai,2024-08-01,4.5
C00465,22,Male,Bangalore,2025-03-31,4.1
C00466,29,Female,Mumbai,2024-01-15,3.5
C00467,33,Female,Bangalore,2024-04-26,3.9
C00468,43,Female,Hyderabad,2025-09-15,3.7
C00469,43,Male,Delhi,2025-09-29,4.2
C00470,38,Other,Delhi,2023-10-26,4.8
C00471,56,Female,Chennai,2024-11-05,4.1
C00472,53,Male,Delhi,2025-04-02,4.3
C00473,50,Female,Delhi,2024-11-14,4.0
C00474,47,Male,Delhi,2024-03-30,3.1
C00475,54,Female,Hyderabad,2024-11-19,3.5
C00476,40,Female,Delhi,2026-05-04,4.0
C00477,27,Male,Delhi,2025-05-18,3.6
C00478,22,Other,Delhi,2025-09-17,3.4
C00479,53,Female,Bangalore,2026-03-12,4.0
C00480,51,Female,Hyderabad,2025-12-03,3.6
C00481,48,Male,Chennai,2024-10-06,3.5
C00482,27,Male,Bangalore,2023-08-23,3.9
C00483,36,Male,Mumbai,2024-09-05,3.3
C00484,49,Female,Hyderabad,2025-11-19,4.9
C00485,18,Male,Hyderabad,2026-03-09,4.7
C00486,22,Female,Mumbai,2026-06-26,4.4
C00487,62,Female,Mumbai,2024-11-18,3.2
C00488,21,Male,Mumbai,2025-11-13,4.6
C00489,33,Female,Chennai,2025-04-06,4.6
C00490,41,Male,Delhi,2025-06-08,4.5
C00491,33,Other,Hyderabad,2024-04-14,3.2
C00492,19,Female,Delhi,2024-04-13,4.3
C00493,45,Male,Delhi,2024-12-06,4.7
C00494,49,Male,Mumbai,2023-09-17,4.2
C00495,44,Male,Chennai,2024-08-19,4.3
C00496,37,Female,Bangalore,2025-08-30,3.9
C00497,41,Female,Chennai,2024-11-02,4.1
C00498,29,Female,Delhi,2024-02-13,3.1
C00499,52,Male,Chennai,2025-01-10,4.3
C00500,50,Male,Mumbai,2024-01-03,3.2
C00501,50,Male,Bangalore,2025-06-28,3.9
C00502,60,Female,Mumbai,2023-09-15,3.6
C00503,54,Female,Bangalore,2024-10-21,4.1
C00504,29,Male,Delhi,2025-04-26,3.3
C00505,20,Male,Bangalore,2023-09-15,4.4
C00506,18,Female,Bangalore,2025-07-21,4.6
C00507,50,Female,Bangalore,2024-01-12,3.3
C00508,57,Female,Chennai,2025-01-04,3.2
C00509,27,Female,Chennai,2023-10-11,3.3
C00510,60,Male,Delhi,2024-10-05,4.8
C00511,61,Male,Bangalore,2024-04-04,4.1
C00512,46,Female,Hyderabad,2024-08-09,3.9
C00513,30,Female,Delhi,2025-11-28,3.2
C00514,29,Male,Bangalore,2024-10-05,4.3
C00515,48,Female,Bangalore,2025-11-18,4.7
C00516,63,Female,Chennai,2026-02-13,4.7
C00517,19,Female,Delhi,2024-05-19,4.3
C00518,52,Female,Bangalore,2023-11-14,3.2
C00519,40,Male,Bangalore,2023-09-07,3.2
C00520,34,Female,Delhi,2025-03-30,3.1
C00521,43,Female,Hyderabad,2026-08-16,3.5
C00522,25,Female,Delhi,2024-09-03,3.3
C00523,46,Female,Delhi,2025-07-29,3.5
C00524,43,Female,Hyderabad,2025-12-20,3.8
C00525,27,Male,Delhi,2025-07-31,4.9
C00526,43,Female,Bangalore,2025-11-20,4.2
C00527,51,Female,Delhi,2026-06-22,4.7
C00528,58,Female,Hyderabad,2024-03-22,4.4
C00529,24,Female,Mumbai,2023-09-08,3.2
C00530,21,Female,Delhi,2024-01-31,4.5
C00531,62,Male,Chennai,2024-01-02,3.6
C00532,28,Female,Bangalore,2025-08-19,4.3
C00533,46,Male,Bangalore,2025-04-26,3.7
C00534,53,Male,Chennai,2024-04-11,5.0
C00535,42,Female,Chennai,2025-09-21,3.5
C00536,38,Female,Delhi,2025-12-04,3.6
C00537,53,Male,Chennai,2024-02-16,4.9
C00538,27,Male,Mumbai,2025-06-12,3.0
C00539,54,Female,Hyderabad,2025-11-13,4.4
C00540,26,Male,Chennai,2023-12-20,4.5
